index,timestamp,age,industry,job title,job_title_context,salary,compensation,currency,other_currency,income_context,country,state,city,professional_experience_overall,professional_experience_in_specified_field,education,gender,race,total_salary,amount_usd
20459,4/29/2021 14:14:37,21.0,health care,rn,,85000,0.0,USD,,,united states,pennsylvania,philadelphia,6.0,3.0,College degree,Woman,White,85000.0,85000.0
20461,4/29/2021 14:14:56,39.5,engineering or manufacturing,mechanical engineer,Product and mechanical design engineer,110000,0.0,USD,,,united states,north carolina,chapel hill,15.5,15.5,Master's degree,Man,White,110000.0,110000.0
20473,4/29/2021 14:19:16,29.5,computing or tech,software developer,,92000,10000.0,CAD,,,canada,ontario,toronto,3.0,3.0,Master's degree,Woman,Another option not listed here or prefer not to answer,102000.0,75480.0
20477,4/29/2021 14:20:43,39.5,computing or tech,director of engineering,,200000,0.0,USD,,,united states,district of columbia,washington ,15.5,15.5,College degree,Woman,"Hispanic, Latino, or Spanish origin",200000.0,200000.0
20478,4/29/2021 14:21:11,29.5,government relation,senior associate,,130000,50000.0,CAD,,,canada,ontario,toronto,9.0,9.0,Master's degree,Woman,White,180000.0,133200.0
20479,4/29/2021 14:21:16,39.5,insurance,director of operations,,91000,1500.0,USD,,,united states,idaho,boise,15.5,9.0,College degree,Woman,White,92500.0,92500.0
20480,4/29/2021 14:21:50,29.5,computing or tech,software engineer,,93000,0.0,USD,,,united states,colorado,boulder,3.0,3.0,College degree,Woman,White,93000.0,93000.0
20493,4/29/2021 14:28:00,29.5,computing or tech,software engineer,,144000,10000.0,USD,,,united states,tennessee,memphis,6.0,6.0,College degree,Woman,White,154000.0,154000.0
20495,4/29/2021 14:28:30,29.5,recruitment or hr,account manager,HR/SaaS,66500,0.0,USD,,,united states,new york,new york city,6.0,1.0,College degree,Woman,White,66500.0,66500.0
20507,4/29/2021 14:34:43,39.5,engineering or manufacturing,senior software engineer,,185000,10000.0,USD,,,united states,massachusetts,boston,25.5,25.5,Master's degree,Man,Middle Eastern or Northern African,195000.0,195000.0
20509,4/29/2021 14:35:21,29.5,computing or tech,engineering manager,,142000,15000.0,USD,,,united states,nevada,las vegas,9.0,9.0,College degree,Man,White,157000.0,157000.0
20511,4/29/2021 14:36:05,29.5,computing or tech,operations manager,,74340,7434.0,USD,,,united states,wisconsin,madison,15.5,6.0,College degree,Man,White,81774.0,81774.0
20529,4/29/2021 14:44:18,21.0,computing or tech,software engineer,,136000,13600.0,USD,,,united states,new york,new york city,3.0,3.0,College degree,Man,Black or African American,149600.0,149600.0
20530,4/29/2021 14:44:32,59.5,media & digital,senior software engineer,,162000,16000.0,USD,,,united states,new york,new york city,25.5,15.5,Some college,Man,White,178000.0,178000.0
20532,4/29/2021 14:45:45,39.5,computing or tech,principal software engineer,System Architecture Focus,200000,18000.0,USD,,Additional is combination stock RSUs + variable bonus,united states,oregon,portland,15.5,15.5,College degree,Man,White,218000.0,218000.0
20538,4/29/2021 14:49:17,29.5,"accounting, banking & finance",hr manager,,88000,0.0,USD,,,united states,ohio,cincinnati,9.0,15.5,College degree,Woman,White,88000.0,88000.0
20540,4/29/2021 14:50:16,39.5,law,attorney,,102500,10000.0,USD,,,united states,maryland,baltimore,9.0,9.0,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American,112500.0,112500.0
20543,4/29/2021 14:50:30,49.5,government and public administration,analyst,,126000,0.0,USD,,,united states,texas,arlington,25.5,15.5,Master's degree,Woman,White,126000.0,126000.0
20544,4/29/2021 14:50:52,59.5,transport or logistics,office manager,,68000,0.0,USD,,,united states,north carolina,greensboro,9.0,35.5,Some college,Woman,White,68000.0,68000.0
20545,4/29/2021 14:51:00,21.0,health care,senior consultant,,115000,20000.0,USD,,,united states,illinois,chicago,6.0,6.0,,Woman,White,135000.0,135000.0
20547,4/29/2021 14:53:12,39.5,hospitality & events,general manager,,101000,2000.0,USD,,,united states,oregon,portland,15.5,15.5,High School,Man,"Hispanic, Latino, or Spanish origin",103000.0,103000.0
20548,4/29/2021 14:53:16,29.5,law,legal assistant,,62000,1500.0,USD,,,canada,ontario,toronto,3.0,3.0,College degree,Woman,White,63500.0,63500.0
20551,4/29/2021 14:54:30,29.5,computing or tech,data analyst,,70000,3000.0,USD,,,united states,virginia,mclean,9.0,3.0,College degree,Man,White,73000.0,73000.0
20554,4/29/2021 14:55:30,49.5,law,legal assistant,,50000,1000.0,GBP,,,united kingdom,,london,35.5,25.5,"Professional degree (MD, JD, etc.)",Woman,White,51000.0,64260.0
20556,4/29/2021 14:55:39,39.5,law,associate,,270000,0.0,USD,,,united states,district of columbia,washington ,6.0,6.0,"Professional degree (MD, JD, etc.)",Woman,"Asian or Asian American, White",270000.0,270000.0
20560,4/29/2021 14:58:31,29.5,computing or tech,director,,520000,0.0,USD,,"part-time, hourly (could never make this rate if working full time)",united states,california,foster city,6.0,3.0,College degree,Woman,Another option not listed here or prefer not to answer,520000.0,520000.0
20563,4/29/2021 14:59:06,39.5,government and public administration,analyst,,135000,2000.0,USD,,,united states,washington,,15.5,15.5,Master's degree,Man,White,137000.0,137000.0
20572,4/29/2021 15:04:24,29.5,computing or tech,software engineer,,113000,22000.0,USD,,,united states,texas,houston,3.0,3.0,College degree,Woman,Asian or Asian American,135000.0,135000.0
20576,4/29/2021 15:07:22,29.5,health care,registered nurse,,60971,0.0,USD,,,united states,pennsylvania,harrisburg,3.0,3.0,College degree,Woman,White,60971.0,60971.0
20580,4/29/2021 15:10:47,29.5,computing or tech,software developer,,235000,10000.0,USD,,,united states,wisconsin,verona,15.5,15.5,College degree,Man,White,245000.0,245000.0
20581,4/29/2021 15:11:02,39.5,computing or tech,director of engineering,,200000,0.0,USD,,,united states,california,san jose,25.5,25.5,College degree,Other or prefer not to answer,White,200000.0,200000.0
20583,4/29/2021 15:11:07,39.5,nonprofits,senior engineer,Small org,106000,0.0,USD,,,united states,wisconsin,milwaukee,15.5,9.0,College degree,Man,White,106000.0,106000.0
20586,4/29/2021 15:12:11,59.5,computing or tech,software engineer,,112000,16000.0,USD,,,united states,oregon,portland,35.5,35.5,Master's degree,Woman,White,128000.0,128000.0
20588,4/29/2021 15:13:27,29.5,computing or tech,software engineer,,75000,0.0,USD,,,united states,virginia,reston,6.0,3.0,College degree,Non-binary,White,75000.0,75000.0
20589,4/29/2021 15:15:16,29.5,law,attorney,,220000,15000.0,USD,,,united states,ohio,cleveland,6.0,6.0,"Professional degree (MD, JD, etc.)",Woman,White,235000.0,235000.0
20590,4/29/2021 15:15:17,29.5,computing or tech,data scientist,,165000,0.0,USD,,Work fully remote for a company in CA,united states,california,san jose,3.0,3.0,PhD,Man,White,165000.0,165000.0
20594,4/29/2021 15:16:26,39.5,computing or tech,senior software engineer,,125000,0.0,USD,,,united states,oregon,portland,15.5,9.0,College degree,Woman,White,125000.0,125000.0
20596,4/29/2021 15:16:48,29.5,computing or tech,software engineer,,171000,0.0,USD,,,united states,california,oakland,6.0,6.0,College degree,Man,White,171000.0,171000.0
20597,4/29/2021 15:17:12,29.5,"accounting, banking & finance",product manager,My job title is a bit of a misnomer. I create invoices and sales orders and keep track of orders to ensure they ship on time.,39000,2000.0,USD,,,united states,florida,melbourne,15.5,6.0,College degree,Woman,White,41000.0,41000.0
20601,4/29/2021 15:19:38,39.5,recruitment or hr,hr manager,,98000,5000.0,USD,,,united states,oregon,portland,15.5,15.5,College degree,Woman,White,103000.0,103000.0
20612,4/29/2021 15:25:03,21.0,computing or tech,software engineer,,85000,8500.0,USD,,,united states,utah,pleasant grove,3.0,3.0,College degree,Man,White,93500.0,93500.0
20616,4/29/2021 15:27:04,29.5,computing or tech,senior associate,,104000,10000.0,USD,,,united states,georgia,atlanta,6.0,6.0,College degree,Man,"Asian or Asian American, Black or African American",114000.0,114000.0
20618,4/29/2021 15:27:55,39.5,business or consulting,marketing manager,"I work for a credit card processor, which means we sell POS systems. ",40000,0.0,USD,,,united states,tennessee,memphis,15.5,9.0,College degree,Woman,White,40000.0,40000.0
20620,4/29/2021 15:28:24,39.5,law,associate,,225000,10000.0,USD,,,united states,ohio,cleveland,6.0,6.0,"Professional degree (MD, JD, etc.)",Woman,Middle Eastern or Northern African,235000.0,235000.0
20623,4/29/2021 15:28:29,49.5,computing or tech,technical writer,,61500,0.0,USD,,,united states,tennessee,nashville,25.5,6.0,College degree,Woman,White,61500.0,61500.0
20625,4/29/2021 15:29:01,39.5,computing or tech,director,,155000,35000.0,EUR,,,belgium,,brussels,15.5,15.5,Master's degree,Man,White,190000.0,212800.00000000003
20626,4/29/2021 15:29:06,21.0,computing or tech,software engineer,,96500,5000.0,USD,,,united states,virginia,richmond,3.0,3.0,College degree,Non-binary,White,101500.0,101500.0
20633,4/29/2021 15:32:28,59.5,nonprofits,director,,108000,0.0,USD,,,united states,minnesota,minneapolis,35.5,15.5,PhD,Man,White,108000.0,108000.0
20634,4/29/2021 15:32:42,39.5,"marketing, advertising & pr",account manager,,65000,4000.0,USD,,,united states,massachusetts,boston,15.5,9.0,College degree,Man,White,69000.0,69000.0
20637,4/29/2021 15:33:57,39.5,"accounting, banking & finance",administrative assistant,,40000,0.0,USD,,actually working quarter-time so making substantially less than that,united states,oregon,portland,6.0,3.0,College degree,Non-binary,"White, Another option not listed here or prefer not to answer",40000.0,40000.0
20639,4/29/2021 15:35:31,29.5,computing or tech,software engineer,,134000,0.0,USD,,,united states,california,san francisco,3.0,3.0,College degree,Man,White,134000.0,134000.0
20641,4/29/2021 15:37:17,39.5,entertainment,director,,110000,17000.0,USD,,,united states,california,los angeles,9.0,9.0,Master's degree,Woman,Asian or Asian American,127000.0,127000.0
20645,4/29/2021 15:39:58,29.5,education (higher education),librarian,,50000,0.0,USD,,,united states,ohio,cleveland,6.0,6.0,Master's degree,Woman,White,50000.0,50000.0
20651,4/29/2021 15:42:28,39.5,recruitment or hr,hr generalist,,74098,0.0,USD,,,united states,virginia,herndon ,15.5,9.0,College degree,Woman,White,74098.0,74098.0
20654,4/29/2021 15:44:25,39.5,computing or tech,senior product manager,,198000,0.0,USD,,,united states,california,san francisco,25.5,25.5,Some college,Man,White,198000.0,198000.0
20655,4/29/2021 15:44:44,29.5,engineering or manufacturing,hr generalist,,65000,0.0,USD,,,united states,illinois,springfield,6.0,6.0,Master's degree,Woman,White,65000.0,65000.0
20656,4/29/2021 15:44:44,29.5,engineering or manufacturing,hr generalist,,65000,0.0,USD,,,united states,massachusetts,springfield,6.0,6.0,Master's degree,Woman,White,65000.0,65000.0
20661,4/29/2021 15:46:53,49.5,transport or logistics,hr generalist,HR Manager DOO,55000,5000.0,USD,,,united states,virginia,lynchburg,15.5,6.0,Master's degree,Woman,White,60000.0,60000.0
20665,4/29/2021 15:49:58,39.5,"accounting, banking & finance",controller,,120000,20000.0,USD,,,united states,new york,white plains,15.5,15.5,College degree,Woman,White,140000.0,140000.0
20667,4/29/2021 15:50:49,29.5,computing or tech,data scientist,,420000,4800.0,SEK,,,sweden,,stockholm,6.0,1.0,Master's degree,Woman,Middle Eastern or Northern African,424800.0,40356.0
20682,4/29/2021 15:55:03,39.5,computing or tech,staff software engineer,At my company this is a level between Senior and Principal.,172000,0.0,USD,,,united states,new york,new york city,15.5,15.5,College degree,Man,White,172000.0,172000.0
20683,4/29/2021 15:55:07,29.5,"accounting, banking & finance",business analyst,,90300,10000.0,USD,,,united states,pennsylvania,pittsburgh,9.0,9.0,College degree,Woman,White,100300.0,100300.0
20696,4/29/2021 16:00:49,29.5,engineering or manufacturing,software engineer,,124000,10000.0,USD,,,united states,washington,seattle,3.0,3.0,College degree,Woman,White,134000.0,134000.0
20706,4/29/2021 16:04:03,29.5,law,associate attorney,,85000,10000.0,USD,,,united states,georgia,atlanta,1.0,1.0,"Professional degree (MD, JD, etc.)",Man,White,95000.0,95000.0
20710,4/29/2021 16:04:53,29.5,nonprofits,librarian,,50000,0.0,USD,,,united states,tennessee,nashville,15.5,9.0,Master's degree,Woman,White,50000.0,50000.0
20712,4/29/2021 16:05:11,29.5,computing or tech,senior consultant,,125000,4000.0,AUD/NZD,,,new zealand,,auckland,15.5,6.0,College degree,Woman,White,129000.0,83850.0
20717,4/29/2021 16:07:40,49.5,computing or tech,business analyst,,76000,0.0,USD,,,united states,michigan,lansing,6.0,9.0,College degree,Man,White,76000.0,76000.0
20728,4/29/2021 16:14:36,29.5,computing or tech,director,,96000,0.0,GBP,,,united kingdom,,london,15.5,15.5,Master's degree,Man,White,96000.0,120960.0
20731,4/29/2021 16:17:26,49.5,"accounting, banking & finance",director,Tech,204000,35000.0,USD,,,united states,new york,new york city,25.5,25.5,Master's degree,Man,Asian or Asian American,239000.0,239000.0
20735,4/29/2021 16:18:42,29.5,nonprofits,coordinator,,54000,0.0,USD,,,united states,michigan,detroit,6.0,6.0,Master's degree,Woman,White,54000.0,54000.0
20741,4/29/2021 16:20:50,39.5,government and public administration,director,,36000,2000.0,EUR,,,croatia,,zagreb,15.5,15.5,PhD,Man,White,38000.0,42560.00000000001
20747,4/29/2021 16:23:12,39.5,computing or tech,engineering manager,,57000,1500.0,GBP,,,united kingdom,,bristol,15.5,15.5,College degree,Man,White,58500.0,73710.0
20751,4/29/2021 16:24:24,39.5,computing or tech,senior software engineer,,135200,13520.0,USD,,,united states,new york,new york city,15.5,3.0,Master's degree,Woman,White,148720.0,148720.0
20762,4/29/2021 16:29:12,29.5,computing or tech,senior software engineer,,155000,0.0,USD,,,united states,pennsylvania,philadelphia,3.0,3.0,Master's degree,Non-binary,White,155000.0,155000.0
20778,4/29/2021 16:37:55,29.5,education (higher education),graphic designer,,70000,0.0,AUD/NZD,,,australia,,brisbane,9.0,9.0,Master's degree,Woman,White,70000.0,45500.0
20779,4/29/2021 16:38:59,39.5,education (higher education),associate professor,computer science,200000,0.0,USD,,,united states,massachusetts,boston,9.0,9.0,PhD,Man,Asian or Asian American,200000.0,200000.0
20783,4/29/2021 16:43:03,39.5,computing or tech,senior software engineer,,162000,0.0,USD,,,united states,florida,sarasota,25.5,9.0,Master's degree,Man,White,162000.0,162000.0
20786,4/29/2021 16:44:36,29.5,education (higher education),assistant professor,,124000,27500.0,USD,,Additional salary' is two months of summer salary,united states,florida,princeton,9.0,9.0,PhD,Woman,White,151500.0,151500.0
20795,4/29/2021 16:48:02,29.5,computing or tech,web developer,,75000,0.0,USD,,,united states,utah,lehi,6.0,6.0,College degree,Man,White,75000.0,75000.0
20800,4/29/2021 16:51:56,39.5,nonprofits,program coordinator,Very small local non-profit,60000,0.0,CAD,,,canada,yukon,whitehorse,6.0,3.0,PhD,Other or prefer not to answer,White,60000.0,44400.0
20802,4/29/2021 16:52:06,29.5,computing or tech,software engineer,,95000,0.0,USD,,,united states,california,santa clara,3.0,3.0,College degree,Man,White,95000.0,95000.0
20803,4/29/2021 16:54:04,39.5,"accounting, banking & finance",office manager,,71000,6500.0,USD,,,united states,massachusetts,boston,25.5,6.0,Some college,Woman,White,77500.0,77500.0
20804,4/29/2021 16:54:07,29.5,business or consulting,consultant,,171000,10000.0,USD,,,united states,ohio,cleveland,6.0,3.0,"Professional degree (MD, JD, etc.)",Woman,,181000.0,181000.0
20805,4/29/2021 16:54:51,29.5,computing or tech,senior consultant,,62000,2500.0,GBP,,,united kingdom,,newcastle-upon-tyne,9.0,9.0,College degree,Man,White,64500.0,81270.0
20807,4/29/2021 16:58:16,29.5,"accounting, banking & finance",senior financial analyst,,100000,15000.0,USD,,,united states,new york,new york city,6.0,3.0,College degree,Woman,White,115000.0,115000.0
20809,4/29/2021 17:00:12,39.5,computing or tech,software developer,,242985,24000.0,USD,,,united states,wisconsin,madison,15.5,15.5,College degree,Man,White,266985.0,266985.0
20815,4/29/2021 17:01:31,39.5,nonprofits,marketing manager,,55000,0.0,USD,,,united states,district of columbia,washington ,15.5,15.5,Master's degree,Woman,White,55000.0,55000.0
20816,4/29/2021 17:01:48,29.5,"marketing, advertising & pr",vice president,External Affairs at a Bank,198000,51000.0,USD,,,united states,new york,new york city,9.0,9.0,College degree,Woman,White,249000.0,249000.0
20817,4/29/2021 17:03:09,29.5,computing or tech,systems engineer,Networking and Security,55000,0.0,USD,,,united states,new york,new york city,15.5,3.0,Some college,Man,White,55000.0,55000.0
20818,4/29/2021 17:03:21,29.5,"marketing, advertising & pr",copywriter,,65000,5000.0,USD,,,united states,michigan,detroit,6.0,3.0,Master's degree,Man,White,70000.0,70000.0
20823,4/29/2021 17:05:17,39.5,computing or tech,project engineer,,55000,0.0,USD,,,united states,georgia,athens,15.5,15.5,High School,Man,White,55000.0,55000.0
20827,4/29/2021 17:09:05,49.5,"leisure, sport & tourism",executive assistant,,87360,0.0,USD,,,united states,illinois,chicago,25.5,9.0,College degree,Woman,White,87360.0,87360.0
20831,4/29/2021 17:10:56,65.0,wholesale industrial & welding supplies & equipment,hr manager,,50000,0.0,USD,,,united states,georgia,atlanta,35.5,6.0,High School,Woman,White,50000.0,50000.0
20841,4/29/2021 17:12:38,39.5,retail,general manager,,60000,15000.0,USD,,,united states,indiana,vincennes,15.5,9.0,College degree,Woman,White,75000.0,75000.0
20849,4/29/2021 17:14:59,49.5,computing or tech,senior software developer,,150000,5000.0,USD,,,united states,oregon,eugene,15.5,15.5,PhD,Man,White,155000.0,155000.0
20850,4/29/2021 17:16:00,39.5,health care,senior director,,270000,110000.0,USD,,,united states,california,palo alto,15.5,15.5,PhD,Man,White,380000.0,380000.0
20855,4/29/2021 17:20:20,29.5,insurance,software developer,,83000,5000.0,USD,,,united states,minnesota,minneapolis,3.0,3.0,College degree,Woman,White,88000.0,88000.0
20860,4/29/2021 17:22:24,39.5,health care,project manager ,,126000,0.0,AUD/NZD,,,australia,,melbourne,15.5,15.5,Master's degree,Woman,White,126000.0,81900.0
20862,4/29/2021 17:24:48,29.5,business or consulting,consultant,,72000,2500.0,USD,,,united states,colorado,boulder,6.0,3.0,Master's degree,Woman,White,74500.0,74500.0
20866,4/29/2021 17:26:23,29.5,engineering or manufacturing,senior engineer,,111800,5000.0,USD,,,united states,texas,houston,15.5,15.5,College degree,Woman,White,116800.0,116800.0
20875,4/29/2021 17:36:10,21.0,law,paralegal,,35000,0.0,USD,,,united states,illinois,chicago,1.0,3.0,College degree,Non-binary,Middle Eastern or Northern African,35000.0,35000.0
20876,4/29/2021 17:36:19,29.5,nonprofits,senior program manager,,57000,0.0,USD,,,united states,washington,,6.0,6.0,Some college,Woman,Another option not listed here or prefer not to answer,57000.0,57000.0
20880,4/29/2021 17:38:42,39.5,nonprofits,associate,Mid-senior level,100000,0.0,USD,,,united states,washington,seattle,9.0,6.0,Master's degree,Woman,Asian or Asian American,100000.0,100000.0
20881,4/29/2021 17:39:05,39.5,computing or tech,engineering manager,,200000,50000.0,USD,,Stock,united states,new york,new york city,15.5,6.0,Master's degree,Woman,White,250000.0,250000.0
20888,4/29/2021 17:46:08,29.5,nonprofits,librarian,,59051,0.0,USD,,,united states,new york,queens,15.5,6.0,Master's degree,Non-binary,White,59051.0,59051.0
20897,4/29/2021 17:50:41,29.5,computing or tech,software developer,,90000,15000.0,CAD,,,canada,quebec,montreal,3.0,3.0,College degree,Woman,White,105000.0,77700.0
20902,4/29/2021 17:52:02,29.5,computing or tech,project manager,,80000,8000.0,USD,,,united states,illinois,chicago,15.5,6.0,College degree,Woman,White,88000.0,88000.0
20905,4/29/2021 17:53:40,39.5,media & digital,editor,financial news organization,105000,0.0,USD,,,united states,california,san francisco,9.0,9.0,Master's degree,Woman,White,105000.0,105000.0
20914,4/29/2021 17:57:23,39.5,computing or tech,data scientist,,135000,0.0,CAD,,+Equity,canada,ontario,toronto,15.5,3.0,Master's degree,Man,White,135000.0,99900.0
20921,4/29/2021 18:00:24,29.5,agriculture or forestry,hr manager,Very small company,62500,1000.0,USD,,,united states,minnesota,minneapolis,9.0,9.0,College degree,Woman,White,63500.0,63500.0
20929,4/29/2021 18:07:50,39.5,entertainment,legal assistant,I'm a legal assistant supporting attorneys in-house at a major entertainment company,89000,0.0,USD,,My company is known for paying really well.,united states,california,los angeles,15.5,3.0,College degree,Non-binary,White,89000.0,89000.0
20931,4/29/2021 18:09:19,39.5,nonprofits,director,,35000,0.0,USD,,,united states,virginia,alexandria,15.5,15.5,Master's degree,Woman,White,35000.0,35000.0
20936,4/29/2021 18:11:47,49.5,computing or tech,principal software engineer,,142000,15000.0,USD,,,united states,iowa,cedar rapids,25.5,25.5,College degree,Man,White,157000.0,157000.0
20941,4/29/2021 18:15:05,29.5,business or consulting,director,,112500,15000.0,USD,,,united states,washington,,6.0,6.0,College degree,Man,White,127500.0,127500.0
20943,4/29/2021 18:18:05,39.5,information services/libraries,librarian,,53000,0.0,USD,,,united states,illinois,oak lawn,15.5,15.5,Master's degree,Woman,White,53000.0,53000.0
20944,4/29/2021 18:18:18,29.5,computing or tech,software engineer,,95000,2000.0,USD,,,united states,district of columbia,seattle ,6.0,6.0,College degree,Woman,White,97000.0,97000.0
20945,4/29/2021 18:18:18,29.5,computing or tech,software engineer,,95000,2000.0,USD,,,united states,washington,seattle ,6.0,6.0,College degree,Woman,White,97000.0,97000.0
20961,4/29/2021 18:30:33,39.5,"accounting, banking & finance",staff accountant,,70000,0.0,USD,,,united states,massachusetts,woburn,15.5,3.0,Master's degree,Woman,White,70000.0,70000.0
20962,4/29/2021 18:30:45,29.5,computing or tech,staff software engineer,,195700,0.0,USD,,,united states,oregon,portland,15.5,15.5,Master's degree,Man,White,195700.0,195700.0
20964,4/29/2021 18:31:26,29.5,law,paralegal,,50000,0.0,USD,,healthcare covered 100% by employer,united states,illinois,chicago,15.5,9.0,College degree,Woman,White,50000.0,50000.0
20969,4/29/2021 18:32:48,39.5,computing or tech,software developer,,39000,0.0,GBP,,,united kingdom,,newcastle upon tyne,15.5,15.5,College degree,Man,White,39000.0,49140.0
20973,4/29/2021 18:34:40,39.5,government and public administration,program manager,,80000,0.0,USD,,,united states,california,los angeles,15.5,15.5,Master's degree,Woman,White,80000.0,80000.0
20999,4/29/2021 18:53:45,39.5,engineering or manufacturing,hr manager,,175000,15000.0,USD,,,united states,new york,syracuse,15.5,6.0,Master's degree,Woman,White,190000.0,190000.0
21010,4/29/2021 19:04:19,29.5,computing or tech,software engineer,temp,61000,0.0,USD,,,united states,california,san francisco,6.0,1.0,College degree,Woman,White,61000.0,61000.0
21013,4/29/2021 19:05:59,39.5,engineering or manufacturing,senior engineer,,168000,0.0,USD,,,united states,california,ca,9.0,9.0,College degree,Man,White,168000.0,168000.0
21014,4/29/2021 19:07:02,29.5,computing or tech,senior engineer,,180000,0.0,USD,,,united states,massachusetts,boston,6.0,6.0,College degree,Man,White,180000.0,180000.0
21016,4/29/2021 19:12:48,21.0,consulting / professional services,associate,I custom recruit high level executives into an expert network,50000,10000.0,USD,,,united states,alabama,mobile,6.0,3.0,College degree,Non-binary,White,60000.0,60000.0
21020,4/29/2021 19:13:36,29.5,recruitment or hr,hr generalist,,31200,0.0,USD,,,united states,mississippi,jackson,15.5,3.0,Master's degree,Woman,Black or African American,31200.0,31200.0
21022,4/29/2021 19:15:19,29.5,media & digital,editor,,101000,0.0,USD,,,united states,new york,new york city,9.0,9.0,Master's degree,Woman,White,101000.0,101000.0
21025,4/29/2021 19:21:25,39.5,arts administration ,director of operations,,61000,0.0,USD,,,united states,new york,new york city,15.5,9.0,College degree,Woman,White,61000.0,61000.0
21029,4/29/2021 19:25:22,29.5,computing or tech,technical writer,,116000,110000.0,USD,,Bonus >= 15% of salary each year. Other additional income comes from stock grants.,united states,washington,seattle,6.0,6.0,College degree,Woman,White,226000.0,226000.0
21031,4/29/2021 19:27:06,39.5,education (higher education),assistant professor,,64000,0.0,USD,,,united states,indiana,indianapolis,9.0,9.0,PhD,Woman,White,64000.0,64000.0
21036,4/29/2021 19:30:55,39.5,education (higher education),instructional designer,,71000,0.0,USD,,,united states,wisconsin,madison,15.5,15.5,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer,71000.0,71000.0
21041,4/29/2021 19:33:39,39.5,government and public administration,paralegal,,65669,0.0,USD,,That includes locality pay. ,united states,colorado,colorado springs,25.5,15.5,College degree,Woman,White,65669.0,65669.0
21042,4/29/2021 19:34:14,39.5,insurance,manager,Analytics Manager,110000,12000.0,CAD,,,canada,alberta,edmonton,15.5,15.5,Master's degree,Woman,Asian or Asian American,122000.0,90280.0
21043,4/29/2021 19:34:30,29.5,business or consulting,consultant,Analytics consultant for government,80900,5000.0,USD,,,united states,district of columbia,washington ,3.0,3.0,College degree,Woman,White,85900.0,85900.0
21048,4/29/2021 19:39:17,29.5,"marketing, advertising & pr",product manager,,62320,2500.0,USD,,I can bonus up to 12.5% of my salary but usually do not,united states,ohio,cleveland,6.0,3.0,College degree,Woman,White,64820.0,64820.0
21049,4/29/2021 19:40:00,29.5,computing or tech,software engineer,,79500,0.0,CAD,,,canada,alberta,edmonton,6.0,3.0,College degree,Man,Black or African American,79500.0,58830.0
21050,4/29/2021 19:42:05,39.5,engineering or manufacturing,senior manager,,120000,18000.0,USD,,,united states,pennsylvania,pittsburgh,15.5,15.5,College degree,Woman,White,138000.0,138000.0
21052,4/29/2021 19:43:51,29.5,engineering or manufacturing,hr generalist,,71000,6000.0,USD,,,united states,ohio,dayton,9.0,9.0,College degree,Woman,White,77000.0,77000.0
21054,4/29/2021 19:45:41,39.5,computing or tech,senior program manager,,170000,0.0,USD,,Plus equity,united states,pennsylvania,pittsburgh,15.5,6.0,"Professional degree (MD, JD, etc.)",Woman,White,170000.0,170000.0
21057,4/29/2021 19:47:05,49.5,government and public administration,editor,Public affairs office in state-funded healthcare/higher education institution,63000,0.0,USD,,,united states,texas,houston,35.5,6.0,College degree,Woman,White,63000.0,63000.0
21061,4/29/2021 19:50:56,29.5,government and public administration,senior director,,140000,0.0,USD,,,united states,new york,new york city,9.0,9.0,Master's degree,Woman,White,140000.0,140000.0
21062,4/29/2021 19:51:07,29.5,insurance,account manager,,48500,5000.0,USD,,,united states,illinois,champaign,9.0,6.0,Some college,Woman,White,53500.0,53500.0
21066,4/29/2021 19:57:18,29.5,computing or tech,software engineer ,,350000,20000.0,USD,,,united states,california,san francisco,3.0,3.0,College degree,Woman,White,370000.0,370000.0
21081,4/29/2021 20:15:01,59.5,health care,human resources manager,,65000,0.0,USD,,,united states,arkansas,fayetteville,9.0,3.0,College degree,Woman,White,65000.0,65000.0
21094,4/29/2021 20:24:20,39.5,utilities & telecommunications,hr manager,,71000,1500.0,USD,,,united states,illinois,bloomington,15.5,9.0,Master's degree,Woman,White,72500.0,72500.0
21098,4/29/2021 20:28:16,29.5,art & design,graphic designer,,53800,2000.0,USD,,,united states,south carolina,columbia,6.0,3.0,College degree,Woman,White,55800.0,55800.0
21100,4/29/2021 20:29:30,39.5,"accounting, banking & finance",staff accountant,,60000,0.0,USD,,,united states,utah,draper,15.5,9.0,College degree,Woman,White,60000.0,60000.0
21104,4/29/2021 20:32:15,29.5,computing or tech,software developer,,158400,0.0,USD,,,united states,massachusetts,cambridge,3.0,3.0,Master's degree,Woman,Asian or Asian American,158400.0,158400.0
21105,4/29/2021 20:32:28,39.5,computing or tech,staff software engineer,,105000,5500.0,USD,,,united states,virginia,waynesboro,25.5,6.0,Master's degree,Man,White,110500.0,110500.0
21106,4/29/2021 20:34:59,39.5,business or consulting,senior software engineer,,112000,10000.0,USD,,,united states,massachusetts,cambridge,9.0,9.0,PhD,Non-binary,White,122000.0,122000.0
21109,4/29/2021 20:39:34,39.5,transport or logistics,project manager,Tms administration ,60000,2400.0,USD,,,united states,indiana,anderson,9.0,9.0,High School,Woman,White,62400.0,62400.0
21112,4/29/2021 20:45:47,29.5,nonprofits,manager,Manage nonprofit programs,58500,0.0,USD,,,united states,new york,new york city,9.0,9.0,College degree,Woman,White,58500.0,58500.0
